
Standard,Family,Product_Group,Voltage_kV,Current_A,Base_Code,Test_Point,Cable_Range_Code,Cable_OD_Min_mm,Cable_OD_Max_mm,Conductor_Code,Concentric_AWG,Concentric_mm2,Compact_AWG,Compact_mm2,Connector_Type,Fuse_Manufacturer,Final_Product_Code
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,06,1/0,50,2/0,70,Bi-metal,Cooper,15-LFE200TACE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,07,2/0,70,3/0,,Bi-metal,Cooper,15-LFE200TACE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,08,3/0,,4/0,95,Bi-metal,Cooper,15-LFE200TACE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,09,4/0,95,250,120,Bi-metal,Cooper,15-LFE200TACE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,10,250,120,300,,Bi-metal,Cooper,15-LFE200TACE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,01,#6,,#4,,Bi-metal,Chardon,15-LFE200TACH01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,02,#4,,#3,25,Bi-metal,Chardon,15-LFE200TACH02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,03,#3,25,#2,35,Bi-metal,Chardon,15-LFE200TACH03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,04,#2,35,#1,,Bi-metal,Chardon,15-LFE200TACH04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,05,#1,,1/0,50,Bi-metal,Chardon,15-LFE200TACH05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,06,1/0,50,2/0,70,Bi-metal,Chardon,15-LFE200TACH06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,07,2/0,70,3/0,,Bi-metal,Chardon,15-LFE200TACH07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,08,3/0,,4/0,95,Bi-metal,Chardon,15-LFE200TACH08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,09,4/0,95,250,120,Bi-metal,Chardon,15-LFE200TACH09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,A,14.61,18.8,10,250,120,300,,Bi-metal,Chardon,15-LFE200TACH10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,01,#6,,#4,,Bi-metal,Hi-Tech,15-LFE200TBHE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,02,#4,,#3,25,Bi-metal,Hi-Tech,15-LFE200TBHE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,03,#3,25,#2,35,Bi-metal,Hi-Tech,15-LFE200TBHE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,04,#2,35,#1,,Bi-metal,Hi-Tech,15-LFE200TBHE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,05,#1,,1/0,50,Bi-metal,Hi-Tech,15-LFE200TBHE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,06,1/0,50,2/0,70,Bi-metal,Hi-Tech,15-LFE200TBHE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,07,2/0,70,3/0,,Bi-metal,Hi-Tech,15-LFE200TBHE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,08,3/0,,4/0,95,Bi-metal,Hi-Tech,15-LFE200TBHE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,09,4/0,95,250,120,Bi-metal,Hi-Tech,15-LFE200TBHE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,10,250,120,300,,Bi-metal,Hi-Tech,15-LFE200TBHE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,01,#6,,#4,,Bi-metal,Cooper,15-LFE200TBCE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,02,#4,,#3,25,Bi-metal,Cooper,15-LFE200TBCE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,03,#3,25,#2,35,Bi-metal,Cooper,15-LFE200TBCE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,04,#2,35,#1,,Bi-metal,Cooper,15-LFE200TBCE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,05,#1,,1/0,50,Bi-metal,Cooper,15-LFE200TBCE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,06,1/0,50,2/0,70,Bi-metal,Cooper,15-LFE200TBCE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,07,2/0,70,3/0,,Bi-metal,Cooper,15-LFE200TBCE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,08,3/0,,4/0,95,Bi-metal,Cooper,15-LFE200TBCE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,09,4/0,95,250,120,Bi-metal,Cooper,15-LFE200TBCE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,10,250,120,300,,Bi-metal,Cooper,15-LFE200TBCE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,01,#6,,#4,,Bi-metal,Chardon,15-LFE200TBCH01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,02,#4,,#3,25,Bi-metal,Chardon,15-LFE200TBCH02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,03,#3,25,#2,35,Bi-metal,Chardon,15-LFE200TBCH03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,04,#2,35,#1,,Bi-metal,Chardon,15-LFE200TBCH04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,05,#1,,1/0,50,Bi-metal,Chardon,15-LFE200TBCH05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,06,1/0,50,2/0,70,Bi-metal,Chardon,15-LFE200TBCH06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,07,2/0,70,3/0,,Bi-metal,Chardon,15-LFE200TBCH07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,08,3/0,,4/0,95,Bi-metal,Chardon,15-LFE200TBCH08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,09,4/0,95,250,120,Bi-metal,Chardon,15-LFE200TBCH09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,B,16.26,22.99,10,250,120,300,,Bi-metal,Chardon,15-LFE200TBCH10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,01,#6,,#4,,Bi-metal,Hi-Tech,15-LFE200TCHE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,02,#4,,#3,25,Bi-metal,Hi-Tech,15-LFE200TCHE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,03,#3,25,#2,35,Bi-metal,Hi-Tech,15-LFE200TCHE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,04,#2,35,#1,,Bi-metal,Hi-Tech,15-LFE200TCHE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,05,#1,,1/0,50,Bi-metal,Hi-Tech,15-LFE200TCHE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,06,1/0,50,2/0,70,Bi-metal,Hi-Tech,15-LFE200TCHE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,07,2/0,70,3/0,,Bi-metal,Hi-Tech,15-LFE200TCHE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,08,3/0,,4/0,95,Bi-metal,Hi-Tech,15-LFE200TCHE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,09,4/0,95,250,120,Bi-metal,Hi-Tech,15-LFE200TCHE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,10,250,120,300,,Bi-metal,Hi-Tech,15-LFE200TCHE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,01,#6,,#4,,Bi-metal,Cooper,15-LFE200TCCE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,02,#4,,#3,25,Bi-metal,Cooper,15-LFE200TCCE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,03,#3,25,#2,35,Bi-metal,Cooper,15-LFE200TCCE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,04,#2,35,#1,,Bi-metal,Cooper,15-LFE200TCCE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,05,#1,,1/0,50,Bi-metal,Cooper,15-LFE200TCCE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,06,1/0,50,2/0,70,Bi-metal,Cooper,15-LFE200TCCE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,07,2/0,70,3/0,,Bi-metal,Cooper,15-LFE200TCCE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,08,3/0,,4/0,95,Bi-metal,Cooper,15-LFE200TCCE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,09,4/0,95,250,120,Bi-metal,Cooper,15-LFE200TCCE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,10,250,120,300,,Bi-metal,Cooper,15-LFE200TCCE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,01,#6,,#4,,Bi-metal,Chardon,15-LFE200TCCH01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,02,#4,,#3,25,Bi-metal,Chardon,15-LFE200TCCH02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,03,#3,25,#2,35,Bi-metal,Chardon,15-LFE200TCCH03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,04,#2,35,#1,,Bi-metal,Chardon,15-LFE200TCCH04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,05,#1,,1/0,50,Bi-metal,Chardon,15-LFE200TCCH05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,06,1/0,50,2/0,70,Bi-metal,Chardon,15-LFE200TCCH06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,07,2/0,70,3/0,,Bi-metal,Chardon,15-LFE200TCCH07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,08,3/0,,4/0,95,Bi-metal,Chardon,15-LFE200TCCH08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,09,4/0,95,250,120,Bi-metal,Chardon,15-LFE200TCCH09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,C,21.08,26.92,10,250,120,300,,Bi-metal,Chardon,15-LFE200TCCH10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,01,#6,,#4,,Bi-metal,Hi-Tech,15-LFE200TDHE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,02,#4,,#3,25,Bi-metal,Hi-Tech,15-LFE200TDHE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,03,#3,25,#2,35,Bi-metal,Hi-Tech,15-LFE200TDHE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,04,#2,35,#1,,Bi-metal,Hi-Tech,15-LFE200TDHE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,05,#1,,1/0,50,Bi-metal,Hi-Tech,15-LFE200TDHE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,06,1/0,50,2/0,70,Bi-metal,Hi-Tech,15-LFE200TDHE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,07,2/0,70,3/0,,Bi-metal,Hi-Tech,15-LFE200TDHE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,08,3/0,,4/0,95,Bi-metal,Hi-Tech,15-LFE200TDHE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,09,4/0,95,250,120,Bi-metal,Hi-Tech,15-LFE200TDHE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,10,250,120,300,,Bi-metal,Hi-Tech,15-LFE200TDHE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,01,#6,,#4,,Bi-metal,Cooper,15-LFE200TDCE01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,02,#4,,#3,25,Bi-metal,Cooper,15-LFE200TDCE02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,03,#3,25,#2,35,Bi-metal,Cooper,15-LFE200TDCE03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,04,#2,35,#1,,Bi-metal,Cooper,15-LFE200TDCE04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,05,#1,,1/0,50,Bi-metal,Cooper,15-LFE200TDCE05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,06,1/0,50,2/0,70,Bi-metal,Cooper,15-LFE200TDCE06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,07,2/0,70,3/0,,Bi-metal,Cooper,15-LFE200TDCE07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,08,3/0,,4/0,95,Bi-metal,Cooper,15-LFE200TDCE08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,09,4/0,95,250,120,Bi-metal,Cooper,15-LFE200TDCE09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,10,250,120,300,,Bi-metal,Cooper,15-LFE200TDCE10
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,01,#6,,#4,,Bi-metal,Chardon,15-LFE200TDCH01
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,02,#4,,#3,25,Bi-metal,Chardon,15-LFE200TDCH02
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,03,#3,25,#2,35,Bi-metal,Chardon,15-LFE200TDCH03
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,04,#2,35,#1,,Bi-metal,Chardon,15-LFE200TDCH04
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,05,#1,,1/0,50,Bi-metal,Chardon,15-LFE200TDCH05
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,06,1/0,50,2/0,70,Bi-metal,Chardon,15-LFE200TDCH06
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,07,2/0,70,3/0,,Bi-metal,Chardon,15-LFE200TDCH07
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,08,3/0,,4/0,95,Bi-metal,Chardon,15-LFE200TDCH08
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,09,4/0,95,250,120,Bi-metal,Chardon,15-LFE200TDCH09
IEEE/ANSI,Cable Accessories,Loadbreak Fused Elbow,15,200,15-LFE200,Capacitive,D,23.62,30.99,10,250,120,300,,Bi-metal,Chardon,15-LFE200TDCH10
IEEE/ANSI,Cable Accessories,Loadbreak Bushing Insert,15,200,15-LBI200,,,,,,,,,,,,15-LBI200
IEEE/ANSI,Cable Accessories,Loadbreak Junction,15,200,15-LJ200,,,,,,,,,,,,15-LJ200
IEEE/ANSI,Cable Accessories,Loadbreak Feed-Thru Insert,15,200,15-LFTI,,,,,,,,,,,,15-LFTI
IEEE/ANSI,Cable Accessories,Loadbreak Portable Feed Thru,15,200,15-LPFT200,,,,,,,,,,,,15-LPFT200
IEEE/ANSI,Cable Accessories,Loadbreak Protective Cap,15,200,15-LIC200,,,,,,,,,,,,15-LIC200
IEEE/ANSI,Cable Accessories,Loadbreak Bushing Insert,25,200,25-LBI200,,,,,,,,,,,,25-LBI200
IEEE/ANSI,Cable Accessories,Loadbreak Junction,25,200,25-LJ200,,,,,,,,,,,,25-LJ200
IEEE/ANSI,Cable Accessories,Loadbreak Feed-Thru Insert,25,200,25-LFTI,,,,,,,,,,,,25-LFTI
IEEE/ANSI,Cable Accessories,Loadbreak Portable Feed Thru,25,200,25-LPFT200,,,,,,,,,,,,25-LPFT200
IEEE/ANSI,Cable Accessories,Loadbreak Protective Cap,25,200,25-LIC200,,,,,,,,,,,,25-LIC200
IEEE/ANSI,Cable Accessories,Loadbreak Bushing Insert,35,200,35-LBI200,,,,,,,,,,,,35-LBI200
IEEE/ANSI,Cable Accessories,Loadbreak Junction,35,200,35-LJ200,,,,,,,,,,,,35-LJ200
IEEE/ANSI,Cable Accessories,Loadbreak Feed-Thru Insert,35,200,35-LFTI,,,,,,,,,,,,35-LFTI
IEEE/ANSI,Cable Accessories,Loadbreak Portable Feed Thru,35,200,35-LPFT200,,,,,,,,,,,,35-LPFT200
IEEE/ANSI,Cable Accessories,Loadbreak Protective Cap,35,200,35-LIC200,,,,,,,,,,,,35-LIC200
